119270,448312
119365,449391
119679,449909
119563,448415
119057,447477
119114,447053
118710,447096
118865,447022
119066,447057
118815,447216
119117,447392
119057,447985
119074,448847
119320,448980
118733,449841
118935,450118
119151,450873
118735,450173
118683,448128
118268,447375
118403,446376
118319,446172
118334,446262
118308,445944
117655,446281
118111,446237
117864,446403
117862,446598
117675,446856
117804,447750
118066,447701
117426,446087
117130,444327
116985,443081
116839,442668
116657,442168
116396,441834
116372,442169
116454,442651
116504,443024
116863,443705
116471,444428
116733,444803
116922,445775
116729,445332
116857,443766
116489,442677
116274,441496
116283,441452
115895,441387
116270,441245
116259,441511
116307,442412
116591,442520
116582,443381
116845,444112
117066,444906
117078,445828
116939,445023
116815,443528
116751,442616
116583,442005
116222,441790
116404,441566
116507,442189
116412,442369
116479,442524
116372,443399
116840,443678
116412,444541
116672,444650
116799,443426
116207,442417
116191,440864
115971,439966
116035,439634
115633,439214
115377,439555
115764,439245
115477,439845
115333,439795
115580,440595
115341,441153
115696,441946
115658,442541
116010,441337
115756,440032
115407,438829
115557,437612
115314,437342
115293,436801
115236,436454
114821,436660
115317,436869
115239,437377
115211,438044
115533,438616
115493,439407
115835,440102
115645,440942
116002,441643
115647,440080
115465,438460
115187,437173
114878,436381
114832,436268
114907,435684
114826,436257
115258,436536
115074,437032
115100,437508
115540,438063
115551,439078
115793,439641
115595,440592
116037,441409
116344,442479
116294,442221
116289,440376
116073,439414
115628,437685
115595,437122
115523,436861
115343,436586
115142,436459
115523,437065
115720,437529
115578,438057
115701,438653
116018,439416
116249,439941
116506,440927
116211,441375
116260,438961
115616,437582
115766,435848
115449,434887
115191,434703
115401,434222
115367,434079
115583,434690
115642,434849
115701,435766
115909,436536
116118,436927
116273,437751
116406,438644
116356,439524
116471,438672
116515,436838
115943,435746
116097,434139
115858,434164
116282,433813
116142,434190
116259,434807
116354,434886
116174,435679
116430,436521
116664,437532
116995,438226
117131,439340
117129,440210
117402,439986
117365,438800
117061,437886
116915,437065
116786,436927
116627,436993
116663,437268
116617,437481
117268,437984
116927,439134
117188,439511
117377,440303
117552,441269
117783,441848
117229,441242
117312,440003
116910,439418
116716,438965
117076,439045
116721,439167
116705,439281
117269,440070
116889,440545
117210,441450
117532,442189
117527,442870
117856,443576
117406,444609
117461,443970
117198,442427
116945,441609
117364,440859
117081,440954
117349,440524
117302,441135
116969,441271
117336,441488
116875,442248
117318,442906
117316,443533
117283,444141
117393,445279
117614,446233
117463,444689
117332,443448
116909,442001
117061,441409
116372,441147
116779,440479
116510,440547
116211,441117
116583,441036
116489,441962
116785,442417
116648,443260
117019,444010
116947,444536
116680,445096
116681,443844
116509,442215
116311,440761
116330,439877
116027,439321
115862,438849
115969,438417
115774,438759
116091,439146
115997,439493
115891,440048
116350,440490
115926,441637
116577,442154
115887,440198
115773,438240
115375,436582
115297,435395
115483,434797
114908,434469
115286,434122
115456,434334
115249,434824
115563,435112
115494,436266
115723,436701
116055,437852
115846,438904
116526,439102
116091,437282
116016,435770
115657,434380
115429,434239
115753,433737
115524,433820
115420,434287
115633,434999
115637,435798
116317,436223
116323,437218
116473,438354
116659,439334
116630,440211
116712,438968
116558,437727
116543,437045
116570,436838
116121,436807
116441,436781
116601,437295
116863,437816
117080,438228
116672,439148
116968,439436
116873,440551
117138,441582
