199784,536954
200248,535511
200020,535975
200104,536147
200186,536049
200209,537184
200347,537042
200225,538070
200550,538507
200404,539677
200435,540614
201299,541321
200913,543018
201740,542121
201252,539813
200622,538933
201001,537223
200473,537317
200392,536805
200526,537403
200540,538173
200976,538402
200760,539308
201107,539838
201088,540769
201117,541905
201787,543042
201836,543649
201855,544936
202282,545286
201211,542386
201569,540598
200913,539337
200628,539239
201297,538677
200648,539167
201089,539223
200941,539775
200930,540452
201474,540320
201081,541402
201482,541856
201163,542877
201585,543923
202066,544645
201687,546415
202220,544766
201612,542202
201406,540843
201548,539693
201035,539758
200946,538835
200966,539090
201011,539564
201091,539897
200890,541188
201426,541343
201564,542446
201800,543847
202102,544180
201785,545533
202058,544987
201291,541338
201034,539838
201077,538274
200400,538677
200955,538154
200596,538377
200999,538513
200923,538941
200611,539536
201267,540016
201068,541038
201088,541588
201354,542368
201595,543821
201956,544610
201658,541799
201231,539908
201577,537966
200880,537439
200947,536757
201306,536646
200680,537099
201297,536783
200676,537530
201222,538053
201198,538966
201330,539861
202023,540732
201627,541970
201937,542703
202210,542784
201761,539765
201742,537918
201072,536520
201049,536005
201032,535579
200747,535931
201243,535716
201051,536496
201287,537197
201191,537334
201282,538664
201847,538968
201520,540166
201608,540639
202095,539810
201204,537700
201450,535445
201232,534714
201159,534391
201317,533701
201026,534309
201109,533915
201001,534740
201273,534983
201137,535782
201299,536803
201622,537726
201439,538359
201963,539635
201980,540537
201732,538088
201827,535431
200854,533999
200883,533322
201144,532525
200609,532596
200882,532488
200969,532685
200968,533573
201512,533694
201273,535070
201836,535529
201850,536449
201612,537724
202308,538194
201674,539287
202260,537999
201565,534716
201278,533419
201149,531970
200675,532040
201257,531290
201048,531500
200847,531696
201138,531987
200696,532848
201128,533071
200959,534124
201155,535121
201803,535859
201432,537136
202319,537743
202277,538958
201879,535876
201649,533513
201259,531944
201184,531015
201007,530588
201085,530333
201232,530773
201047,531474
201582,531655
201168,533032
201378,533778
201832,534002
201392,535422
202089,535435
201757,536775
202099,537859
202037,535421
201121,533250
201453,531139
201260,530131
200638,530450
201121,529656
200900,530373
201213,531020
201488,531084
201306,532250
201786,532562
201142,533793
201823,534543
201722,535482
202015,536863
202557,537685
202139,538520
202308,534628
201657,532177
201205,530808
201194,529304
200667,529061
200850,528603
200703,528891
200686,529776
201141,529843
201248,530876
201769,531789
201794,532427
201847,533635
201954,534172
201647,535851
202222,536686
202290,537213
201701,533630
201630,530680
201332,529803
201399,528990
201335,528726
200923,528473
201149,528094
201032,528819
201180,529184
200886,529932
201100,530426
201412,531172
201560,532420
202272,533557
202264,534436
202196,533177
201663,530022
201323,528504
201144,526765
200699,526535
201069,526849
201137,526239
200832,527050
200952,527660
201155,528217
201252,529093
201655,529986
201843,530913
201974,531926
202217,532995
201955,533153
202013,529097
200933,526745
201085,524944
200682,458405
200390,458585
201064,458066
200578,458463
200883,524559
200954,524907
201073,525930
201481,526149
200899,527369
201532,527771
201446,529011
201436,530278
202314,530941
202024,530141
201750,525960
201317,524319
200633,456853
200662,455884
200498,456040
200369,455403
200550,455843
200513,456762
200673,456670
200778,458074
201313,524296
201155,524948
201151,525981
201837,526712
201570,528190
201624,527479
200901,458305
200747,456435
200640,455191
200550,454915
200184,454622
200734,454688
200522,455411
200862,455821
200970,456444
200876,457730
201207,457896
200900,525126
201356,525303
201529,526589
201787,527834
202041,526216
200865,457654
201320,455503
200826,453765
200438,453417
200788,452559
200314,453124
200382,452827
200082,453712
200538,454229
200591,455000
200598,456298
201174,457021
201178,458324
201757,524745
202039,525561
201768,526438
201581,456624
200604,454334
200550,452877
200394,451947
200230,451872
200434,451248
200340,452197
200772,452333
200964,452946
200422,453927
201227,454023
200661,455503
201328,456132
201399,457591
201358,524215
201683,456073
201236,453823
200915,451995
201032,451198
200357,451175
200658,450588
200190,451152
200765,452145
200957,452039
200789,453081
201243,453789
201198,455169
201198,456496
201858,457129
201885,524247
202555,524511
201674,455157
201310,453173
201313,450779
200405,450607
200828,449771
200771,450110
200736,450881
201263,451033
201055,452372
201577,453233
201768,453864
201453,455532
202252,455853
201714,457413
202123,458395
202225,524940
202011,456804
202007,453598
201477,452837
201739,452227
201547,452004
201323,452389
201743,452049
201230,453074
201454,453286
201430,454523
201816,455719
202331,456475
202281,457903
202656,524644
202522,456705
201707,454083
201720,452240
200916,451819
201486,451232
201219,451306
200904,452127
201597,452366
201166,453284
202049,454187
202002,454868
202097,456307
202559,457304
201955,457899
202111,454752
201211,452033
200845,450286
200950,449612
200696,448908
200655,449393
200950,449190
201001,450246
201597,451076
201380,451737
201445,452754
202095,453254
201840,455216
202227,456276
201932,455249
201491,451782
201167,449208
200776,448335
200940,447817
201020,447770
201056,447878
201320,448293
200998,449359
201320,449441
200908,450548
201483,451937
201683,452939
201849,454330
202295,452287
201395,450312
201301,448608
201303,447104
200622,447454
200901,447299
200632,447709
200847,448830
201501,449250
201340,450867
202064,451523
202111,452783
202113,454143
202778,455050
202196,455284
202061,450986
201124,449062
200865,446972
200925,446369
200640,446841
201474,446594
201129,447282
201512,448164
201795,448762
201852,449982
202057,451275
202140,452062
201960,453763
202481,454779
202401,456157
203028,457852
203117,455754
201875,452689
202273,450138
201803,448669
201635,448425
201603,448302
201566,448892
202011,449075
201383,449788
201687,450844
202365,451923
202281,453448
203011,454314
203039,455861
203147,457525
203476,458202
203606,525902
203465,457902
202452,454473
202539,452923
202221,451426
201885,451564
202418,451447
202120,452136
202421,452555
202642,453042
202610,454305
202892,454828
202859,456352
202993,457387
203601,524160
203262,526125
203956,526026
202952,456676
202555,454436
202778,452106
202130,452178
202509,451491
202581,451275
201952,452089
202623,452245
202289,453250
202590,454253
202644,455289
202862,456795
203598,457640
203256,524911
203719,526024
204009,527023
203624,524362
203322,455243
202542,453203
202129,451536
202175,451421
201863,451631
202623,451634
202205,452625
202638,453071
202689,453943
202850,455065
203327,455572
203061,457330
203244,458246
203645,524786
203472,526323
204374,527316
203826,525158
203585,456201
202900,454307
202836,453530
203048,453156
202238,453058
202768,453466
202475,453859
202476,454870
203299,455712
203117,456847
203410,458067
203511,524460
203786,526117
203167,455996
202369,454245
202430,453129
202159,452571
202256,452990
202470,452829
202173,453834
202734,454309
203022,455434
202743,456454
203217,457017
203070,458496
203232,524456
203258,525918
203645,527227
204001,528205
203536,525720
203204,456496
202730,454666
202567,453224
202460,452465
202106,452234
202296,452161
201885,452734
201872,453407
202611,453573
202151,454896
203020,456014
203044,457005
203113,458305
203625,524161
203270,525893
203489,526679
203627,527485
203053,458274
202726,455260
202303,453780
202602,452942
202156,452654
202278,452296
202195,452061
202035,453224
202354,453898
201917,453796
202113,455077
202495,455770
202400,456666
202626,458082
203333,524226
202950,526142
203693,526166
203133,456695
202491,454330
202392,452314
202043,452366
202276,451455
201855,451255
202000,451808
202362,452359
202061,453448
202465,453973
202556,454990
202807,456062
202896,456419
202669,457936
203139,458440
203273,525498
203235,526860
203553,458567
202431,455984
202646,453478
202366,452074
202129,451790
202185,451229
201670,451861
202300,451845
202028,452262
201874,453169
202214,453594
202151,454861
203121,455643
203037,456959
203171,458362
203424,524567
203248,526140
204086,526003
203057,456666
202835,454845
202567,452972
202244,452771
202303,452058
202112,452217
201856,452767
202454,453013
202548,454215
202797,454631
202739,455478
202626,456633
203276,457310
203016,458440
203164,525150
203633,525990
203186,525982
203345,455897
202375,454515
202551,452369
202123,451482
201994,451312
202241,450751
201756,451657
201994,451777
202097,452615
202071,453753
202406,454262
202561,455348
202713,456374
202987,457567
203057,524394
203594,525061
203316,526688
203536,526384
202663,456224
202362,454309
202233,451757
202049,451741
202294,451373
201918,450983
201713,451525
202303,451689
201618,452338
201976,452749
202306,453609
202299,454785
202673,455605
202798,457307
203373,458129
203254,524764
203212,526269
203500,524880
202742,455639
202559,453957
202524,451786
201671,451829
202097,451249
201835,451626
201824,452065
202340,452701
201887,453556
202425,454277
202495,455470
202807,456579
202998,457108
202671,524391
203144,525140
203144,526219
203215,527615
203806,525049
202476,456645
202644,454140
202366,452977
201921,452524
202346,451805
201819,452295
201942,452314
202003,453013
202033,453859
202235,454661
202143,455877
202702,456662
202734,458051
202887,524701
203263,525237
202965,527150
203438,527545
202896,524408
202606,456417
202383,454693
201875,454361
202598,454240
202114,453986
202103,454944
202398,455135
202598,455928
202442,456894
203072,457550
202772,524588
202924,525170
202739,526434
203306,527320
203439,528289
203204,529682
203221,525059
202810,457183
202190,455119
202226,454019
201634,454232
202014,453312
201776,453838
201690,454675
201970,454801
201662,455859
202615,456754
202539,457620
202465,524555
203124,525172
202794,526640
203302,527226
203120,528738
202977,528628
202485,457949
202029,456570
201889,454183
201461,453612
201740,453422
201823,452777
201094,453678
201441,453314
201212,454092
201568,454995
201688,455399
201757,457010
202167,457796
202117,458450
202285,525561
203039,526662
202544,524696
202047,455580
201822,453534
200887,452869
201341,452194
200680,452124
200669,452047
201235,452708
201020,453529
201356,454043
201573,455064
201618,456092
202103,457014
201610,458509
202122,524580
201902,525727
202146,527107
202404,525852
201380,456578
201790,454202
201227,452607
200946,452451
201265,451886
200774,452180
200865,452098
200754,452905
200966,453262
201247,454216
200870,455298
201850,456081
201791,457406
201858,524160
202126,525117
201904,526712
202483,527079
202033,524379
201544,456038
201163,453769
200611,453437
201332,452953
201043,452610
201265,453411
201161,453649
200932,454356
201198,455085
201413,455677
201146,457304
201691,457625
201471,524671
201716,525441
202268,526914
201695,525924
201624,455971
200934,454276
200845,452918
200879,452254
200321,452613
200691,452025
200342,452918
200710,453468
200969,453858
200613,455283
201539,456027
201145,457316
201612,458512
202079,524528
201603,525958
202170,526968
202011,526081
201299,456525
200837,454157
200561,452793
200696,452424
200391,452419
200798,452460
200611,452351
200463,453438
200682,453469
200360,454286
200818,455217
200869,455877
201035,457509
201748,458248
201458,525113
202058,526405
202244,526669
201303,457245
201278,455220
200962,453308
200543,453752
200831,452960
200069,453070
200556,453697
200447,454191
200550,455273
200932,455803
201082,457060
201514,458084
201434,524161
201174,525521
201709,526074
201768,527959
201761,526482
201256,456540
200509,454923
200422,452660
200255,452674
200102,451824
200183,451906
199820,452287
200479,452301
200050,453088
200308,453931
200569,454699
200481,455834
200912,456665
200849,457969
201520,524916
201822,525863
201134,525145
200115,452460
200230,453288
200644,453910
200728,455024
201079,455622
201103,456476
200855,457675
201574,457937
200641,455885
200755,454514
